x,y
11,31
11,31
11,31
11,31
11,31
11,31
11,31
11,31
11,32
11,32
11,32
11,32
11,32
11,32
11,32
11,32
11,32
11,32
11,33
11,33
11,33
11,33
11,33
11,33
11,33
11,43
11,43
11,43
11,43
11,43
11,43
11,44
11,44
11,44
11,44
11,44
11,44
11,44
11,44
11,45
11,45
11,45
11,45
11,45
11,45
11,45
11,45
11,45
11,45
11,45
11,45
11,46
11,46
11,46
11,46
11,46
11,46
11,46
11,46
11,46
11,46
11,46
11,46
11,46
11,46
11,47
11,47
11,47
11,47
11,47
11,47
11,47
11,47
11,47
11,47
11,47
11,47
11,47
11,48
11,48
11,48
11,48
11,48
11,48
11,48
11,48
11,48
12,20
12,21
12,21
12,21
12,22
12,22
12,22
12,23
12,23
12,23
12,24
12,24
12,24
12,25
12,25
12,25
12,26
12,26
12,26
12,26
12,26
12,26
12,27
12,27
12,27
12,27
12,27
12,27
12,27
12,27
12,28
12,28
12,28
12,28
12,28
12,28
12,28
12,28
12,28
12,28
12,29
12,29
12,29
12,29
12,29
12,29
12,29
12,29
12,29
12,29
12,29
12,30
12,30
12,30
12,30
12,30
12,30
12,30
12,30
12,30
12,30
12,30
12,31
12,31
12,31
12,31
12,31
12,31
12,31
12,31
12,31
12,31
12,32
12,32
12,32
12,32
12,32
12,32
12,32
12,42
12,43
12,43
12,43
12,43
12,43
12,43
12,43
12,43
12,44
12,44
12,44
12,44
12,44
12,44
12,44
12,44
12,44
12,44
12,44
12,44
12,44
12,44
12,44
12,44
12,45
12,45
12,45
12,45
12,45
12,45
12,45
12,45
12,45
12,45
12,45
12,45
12,45
12,45
12,45
12,45
12,45
12,45
12,45
12,45
12,46
12,46
12,46
12,46
12,46
12,46
12,46
12,46
12,46
12,46
12,46
12,46
12,46
12,46
12,47
12,47
12,47
12,47
12,47
12,47
12,47
12,47
12,47
12,47
12,47
12,47
12,47
12,47
12,48
12,48
12,48
12,48
12,48
12,48
12,48
12,48
12,48
12,48
12,49
12,56
12,56
12,56
12,56
13,17
13,18
13,18
13,20
13,21
13,21
13,21
13,22
13,22
13,22
13,23
13,23
13,23
13,24
13,24
13,25
13,25
13,25
13,25
13,26
13,26
13,26
13,26
13,26
13,26
13,26
13,27
13,27
13,27
13,27
13,27
13,27
13,27
13,27
13,27
13,27
13,28
13,28
13,28
13,28
13,28
13,28
13,28
13,28
13,28
13,28
13,28
13,29
13,29
13,29
13,29
13,29
13,29
13,29
13,29
13,29
13,29
13,29
13,29
13,30
13,30
13,30
13,30
13,30
13,30
13,30
13,30
13,30
13,30
13,30
13,31
13,31
13,31
13,31
13,31
13,31
13,31
13,32
13,32
13,40
13,41
13,41
13,41
13,42
13,42
13,42
13,42
13,42
13,42
13,42
13,42
13,43
13,43
13,43
13,43
13,43
13,43
13,43
13,43
13,43
13,43
13,43
13,43
13,43
13,43
13,43
13,43
13,43
13,43
13,44
13,44
13,44
13,44
13,44
13,44
13,44
13,44
13,44
13,44
13,44
13,44
13,44
13,44
13,44
13,44
13,44
13,44
13,44
13,44
13,44
13,44
13,45
13,45
13,45
13,45
13,45
13,45
13,45
13,45
13,45
13,45
13,45
13,45
13,45
13,45
13,45
13,45
13,45
13,45
13,45
13,45
13,45
13,45
13,46
13,46
13,46
13,46
13,46
13,46
13,46
13,46
13,46
13,46
13,46
13,46
13,46
13,46
13,46
13,47
13,47
13,47
13,47
13,47
13,47
13,47
13,47
13,47
13,47
13,47
13,47
13,47
13,48
13,48
13,48
13,48
13,48
13,48
13,48
13,48
13,48
13,48
13,48
13,49
13,49
13,49
13,49
13,55
13,55
13,55
13,55
13,56
13,56
13,56
13,56
13,56
13,56
13,57
13,57
13,57
13,57
13,57
13,57
13,57
13,58
13,58
13,58
13,58
13,58
13,58
13,58
14,17
14,17
14,18
14,18
14,21
14,21
14,22
14,22
14,22
14,23
14,23
14,24
14,24
14,24
14,25
14,25
14,25
14,26
14,26
14,26
14,26
14,26
14,26
14,26
14,26
14,26
14,27
14,27
14,27
14,27
14,27
14,27
14,27
14,27
14,27
14,27
14,27
14,27
14,28
14,28
14,28
14,28
14,28
14,28
14,28
14,28
14,28
14,28
14,28
14,28
14,28
14,29
14,29
14,29
14,29
14,29
14,29
14,29
14,29
14,29
14,29
14,29
14,29
14,30
14,30
14,30
14,30
14,30
14,30
14,30
14,30
14,31
14,31
14,31
14,39
14,39
14,40
14,40
14,40
14,40
14,40
14,40
14,41
14,41
14,41
14,41
14,41
14,41
14,41
14,41
14,41
14,42
14,42
14,42
14,42
14,42
14,42
14,42
14,42
14,42
14,42
14,42
14,42
14,42
14,42
14,42
14,42
14,42
14,42
14,42
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,43
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,44
14,45
14,45
14,45
14,45
14,45
14,45
14,45
14,45
14,45
14,45
14,45
14,45
14,45
14,45
14,45
14,45
14,45
14,46
14,46
14,46
14,46
14,46
14,46
14,46
14,46
14,46
14,46
14,46
14,46
14,46
14,46
14,46
14,47
14,47
14,47
14,47
14,47
14,47
14,47
14,47
14,47
14,47
14,47
14,47
14,48
14,48
14,48
14,48
14,48
14,48
14,48
14,48
14,48
14,48
14,49
14,49
14,49
14,49
14,49
14,49
14,54
14,54
14,54
14,55
14,55
14,55
14,55
14,55
14,55
14,55
14,55
14,55
14,55
14,55
14,55
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,56
14,57
14,57
14,57
14,57
14,57
14,57
14,57
14,57
14,57
14,57
14,58
14,58
14,58
14,58
14,58
14,58
14,58
14,58
14,58
14,59
14,59
14,59
14,59
15,16
15,17
15,21
15,22
15,22
15,23
15,23
15,23
15,23
15,24
15,24
15,24
15,24
15,24
15,25
15,25
15,25
15,25
15,26
15,26
15,26
15,26
15,26
15,26
15,26
15,26
15,26
15,27
15,27
15,27
15,27
15,27
15,27
15,27
15,27
15,27
15,27
15,27
15,27
15,28
15,28
15,28
15,28
15,28
15,28
15,28
15,28
15,28
15,28
15,28
15,28
15,28
15,29
15,29
15,29
15,29
15,29
15,29
15,29
15,29
15,30
15,30
15,30
15,30
15,30
15,30
15,31
15,31
15,31
15,32
15,33
15,37
15,37
15,38
15,38
15,38
15,39
15,39
15,39
15,39
15,39
15,40
15,40
15,40
15,40
15,40
15,40
15,40
15,40
15,41
15,41
15,41
15,41
15,41
15,41
15,41
15,41
15,41
15,41
15,41
15,41
15,41
15,42
15,42
15,42
15,42
15,42
15,42
15,42
15,42
15,42
15,42
15,42
15,42
15,42
15,42
15,42
15,42
15,42
15,42
15,42
15,42
15,42
15,42
15,42
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,43
15,44
15,44
15,44
15,44
15,44
15,44
15,44
15,44
15,44
15,44
15,44
15,44
15,44
15,44
15,44
15,44
15,44
15,44
15,44
15,44
15,44
15,44
15,44
15,45
15,45
15,45
15,45
15,45
15,45
15,45
15,45
15,45
15,45
15,45
15,45
15,45
15,45
15,45
15,45
15,45
15,46
15,46
15,46
15,46
15,46
15,46
15,46
15,46
15,46
15,46
15,46
15,46
15,46
15,47
15,47
15,47
15,47
15,47
15,47
15,47
15,47
15,47
15,47
15,48
15,48
15,48
15,48
15,48
15,48
15,48
15,48
15,48
15,49
15,49
15,49
15,49
15,49
15,49
15,49
15,50
15,50
15,50
15,53
15,54
15,54
15,54
15,54
15,54
15,54
15,54
15,54
15,54
15,54
15,55
15,55
15,55
15,55
15,55
15,55
15,55
15,55
15,55
15,55
15,55
15,55
15,55
15,55
15,56
15,56
15,56
15,56
15,56
15,56
15,56
15,56
15,56
15,56
15,56
15,56
15,56
15,56
15,57
15,57
15,57
15,57
15,57
15,57
15,57
15,57
15,57
15,57
15,57
15,57
15,58
15,58
15,58
15,58
15,58
15,58
15,58
15,58
15,58
15,58
15,58
15,59
15,59
15,59
15,59
15,59
15,59
15,59
15,59
15,60
15,60
15,60
15,60
16,15
16,16
16,17
16,22
16,22
16,23
16,23
16,23
16,23
16,24
16,24
16,24
16,24
16,25
16,25
16,25
16,25
16,25
16,25
16,25
16,26
16,26
16,26
16,26
16,26
16,26
16,26
16,26
16,26
16,26
16,26
16,27
16,27
16,27
16,27
16,27
16,27
16,27
16,27
16,27
16,27
16,28
16,28
16,28
16,28
16,28
16,28
16,28
16,29
16,29
16,29
16,29
16,29
16,29
16,29
16,30
16,30
16,30
16,30
16,31
16,31
16,31
16,31
16,32
16,32
16,32
16,33
16,33
16,33
16,34
16,34
16,35
16,35
16,35
16,36
16,36
16,36
16,36
16,37
16,37
16,37
16,37
16,37
16,37
16,38
16,38
16,38
16,38
16,38
16,38
16,38
16,39
16,39
16,39
16,39
16,39
16,39
16,39
16,39
16,40
16,40
16,40
16,40
16,40
16,40
16,40
16,40
16,40
16,41
16,41
16,41
16,41
16,41
16,41
16,41
16,41
16,41
16,41
16,41
16,41
16,41
16,41
16,41
16,41
16,41
16,42
16,42
16,42
16,42
16,42
16,42
16,42
16,42
16,42
16,42
16,42
16,42
16,42
16,42
16,42
16,42
16,42
16,42
16,42
16,42
16,42
16,42
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,43
16,44
16,44
16,44
16,44
16,44
16,44
16,44
16,44
16,44
16,44
16,44
16,44
16,44
16,44
16,44
16,45
16,45
16,45
16,45
16,45
16,45
16,45
16,45
16,45
16,45
16,45
16,45
16,45
16,46
16,46
16,46
16,46
16,46
16,46
16,46
16,46
16,46
16,47
16,47
16,47
16,47
16,47
16,47
16,47
16,47
16,48
16,48
16,48
16,48
16,48
16,48
16,48
16,48
16,49
16,49
16,49
16,49
16,49
16,49
16,49
16,50
16,50
16,50
16,50
16,50
16,50
16,51
16,51
16,51
16,53
16,53
16,53
16,53
16,53
16,53
16,54
16,54
16,54
16,54
16,54
16,54
16,54
16,54
16,54
16,54
16,54
16,54
16,54
16,55
16,55
16,55
16,55
16,55
16,55
16,55
16,55
16,55
16,55
16,55
16,55
16,55
16,55
16,55
16,56
16,56
16,56
16,56
16,56
16,56
16,56
16,56
16,56
16,56
16,56
16,56
16,56
16,56
16,57
16,57
16,57
16,57
16,57
16,57
16,57
16,57
16,57
16,57
16,57
16,57
16,57
16,58
16,58
16,58
16,58
16,58
16,58
16,58
16,58
16,58
16,58
16,58
16,59
16,59
16,59
16,59
16,59
16,59
16,59
16,59
16,59
16,60
16,60
16,60
16,60
16,60
16,61
17,14
17,15
17,18
17,21
17,22
17,22
17,23
17,23
17,23
17,23
17,23
17,24
17,24
17,24
17,24
17,24
17,24
17,24
17,24
17,24
17,25
17,25
17,25
17,25
17,25
17,25
17,25
17,25
17,25
17,25
17,25
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,27
17,27
17,27
17,27
17,27
17,27
17,27
17,27
17,28
17,28
17,28
17,28
17,28
17,28
17,28
17,29
17,29
17,29
17,29
17,29
17,29
17,30
17,30
17,30
17,31
17,31
17,32
17,32
17,33
17,33
17,33
17,34
17,34
17,35
17,35
17,36
17,36
17,36
17,37
17,37
17,37
17,37
17,38
17,38
17,38
17,38
17,39
17,39
17,39
17,39
17,40
17,40
17,40
17,40
17,40
17,40
17,40
17,41
17,41
17,41
17,41
17,41
17,41
17,41
17,41
17,42
17,42
17,42
17,42
17,42
17,42
17,42
17,42
17,42
17,42
17,43
17,43
17,43
17,43
17,43
17,43
17,43
17,43
17,43
17,43
17,43
17,43
17,43
17,43
17,44
17,44
17,44
17,44
17,44
17,44
17,44
17,44
17,44
17,44
17,45
17,45
17,45
17,45
17,45
17,45
17,45
17,45
17,45
17,46
17,46
17,46
17,46
17,46
17,46
17,46
17,46
17,46
17,47
17,47
17,47
17,47
17,47
17,47
17,47
17,47
17,48
17,48
17,48
17,48
17,48
17,48
17,48
17,48
17,49
17,49
17,49
17,49
17,49
17,49
17,49
17,49
17,50
17,50
17,50
17,50
17,50
17,50
17,51
17,51
17,51
17,51
17,51
17,52
17,52
17,52
17,52
17,53
17,53
17,53
17,53
17,53
17,53
17,53
17,53
17,53
17,54
17,54
17,54
17,54
17,54
17,54
17,54
17,54
17,54
17,54
17,54
17,54
17,54
17,55
17,55
17,55
17,55
17,55
17,55
17,55
17,55
17,55
17,55
17,55
17,55
17,55
17,55
17,56
17,56
17,56
17,56
17,56
17,56
17,56
17,56
17,56
17,56
17,56
17,56
17,56
17,56
17,56
17,57
17,57
17,57
17,57
17,57
17,57
17,57
17,57
17,57
17,57
17,57
17,57
17,57
17,57
17,58
17,58
17,58
17,58
17,58
17,58
17,58
17,58
17,58
17,58
17,58
17,58
17,58
17,59
17,59
17,59
17,59
17,59
17,59
17,59
17,60
17,60
17,60
17,60
17,60
17,60
17,61
17,61
17,61
17,62
18,13
18,14
18,17
18,18
18,19
18,20
18,21
18,21
18,22
18,22
18,22
18,22
18,23
18,23
18,23
18,23
18,23
18,23
18,24
18,24
18,24
18,24
18,24
18,25
18,25
18,25
18,25
18,25
18,25
18,25
18,26
18,26
18,26
18,26
18,26
18,26
18,26
18,27
18,27
18,27
18,27
18,27
18,27
18,28
18,28
18,28
18,28
18,28
18,28
18,29
18,29
18,29
18,29
18,29
18,30
18,30
18,30
18,31
18,31
18,31
18,32
18,32
18,32
18,33
18,33
18,40
18,40
18,40
18,40
18,41
18,41
18,41
18,41
18,41
18,41
18,41
18,41
18,42
18,42
18,42
18,42
18,42
18,42
18,42
18,42
18,43
18,43
18,43
18,43
18,43
18,43
18,43
18,43
18,44
18,44
18,44
18,44
18,44
18,44
18,44
18,44
18,45
18,45
18,45
18,45
18,45
18,45
18,45
18,45
18,46
18,46
18,46
18,46
18,46
18,46
18,46
18,47
18,47
18,47
18,47
18,47
18,47
18,47
18,47
18,48
18,48
18,48
18,48
18,48
18,48
18,48
18,49
18,49
18,49
18,49
18,49
18,49
18,49
18,49
18,50
18,50
18,50
18,50
18,50
18,50
18,50
18,50
18,51
18,51
18,51
18,51
18,51
18,51
18,51
18,52
18,52
18,52
18,52
18,52
18,52
18,52
18,52
18,52
18,53
18,53
18,53
18,53
18,53
18,53
18,53
18,53
18,53
18,53
18,53
18,53
18,54
18,54
18,54
18,54
18,54
18,54
18,54
18,54
18,54
18,54
18,54
18,54
18,54
18,55
18,55
18,55
18,55
18,55
18,55
18,55
18,55
18,55
18,55
18,55
18,55
18,55
18,56
18,56
18,56
18,56
18,56
18,56
18,56
18,56
18,56
18,56
18,56
18,56
18,56
18,56
18,57
18,57
18,57
18,57
18,57
18,57
18,57
18,57
18,57
18,57
18,57
18,57
18,57
18,57
18,57
18,58
18,58
18,58
18,58
18,58
18,58
18,58
18,58
18,58
18,58
18,59
18,59
18,59
18,59
18,59
18,59
18,59
18,60
18,60
18,60
18,60
18,60
18,61
18,61
18,61
18,62
18,62
18,62
19,13
19,17
19,18
19,19
19,19
19,20
19,20
19,21
19,21
19,21
19,22
19,22
19,22
19,22
19,22
19,22
19,22
19,23
19,23
19,23
19,23
19,23
19,23
19,23
19,23
19,24
19,24
19,24
19,24
19,24
19,24
19,24
19,24
19,25
19,25
19,25
19,25
19,25
19,25
19,25
19,25
19,25
19,25
19,25
19,26
19,26
19,26
19,26
19,26
19,26
19,26
19,26
19,26
19,27
19,27
19,27
19,27
19,27
19,27
19,28
19,28
19,28
19,28
19,29
19,29
19,29
19,29
19,30
19,30
19,30
19,30
19,31
19,40
19,40
19,40
19,41
19,41
19,41
19,41
19,41
19,41
19,41
19,41
19,41
19,41
19,42
19,42
19,42
19,42
19,42
19,42
19,42
19,43
19,43
19,44
19,44
19,44
19,44
19,45
19,45
19,45
19,45
19,45
19,46
19,46
19,46
19,46
19,46
19,46
19,47
19,47
19,47
19,47
19,47
19,48
19,48
19,48
19,48
19,48
19,48
19,49
19,49
19,49
19,49
19,49
19,49
19,50
19,50
19,50
19,50
19,50
19,50
19,50
19,51
19,51
19,51
19,51
19,51
19,51
19,51
19,52
19,52
19,52
19,52
19,52
19,52
19,52
19,52
19,52
19,53
19,53
19,53
19,53
19,53
19,53
19,53
19,53
19,54
19,54
19,54
19,54
19,54
19,54
19,54
19,55
19,55
19,55
19,55
19,55
19,55
19,55
19,55
19,55
19,56
19,56
19,56
19,56
19,56
19,56
19,56
19,56
19,56
19,56
19,57
19,57
19,57
19,57
19,57
19,57
19,57
19,57
19,57
19,57
19,57
19,57
19,57
19,58
19,58
19,58
19,58
19,58
19,58
19,58
19,58
19,59
19,59
19,59
19,59
19,59
19,59
19,59
19,60
19,60
19,60
19,60
19,60
19,60
19,60
19,61
19,61
19,61
19,61
19,62
19,62
19,62
20,17
20,18
20,18
20,19
20,19
20,19
20,20
20,20
20,20
20,20
20,20
20,21
20,21
20,21
20,21
20,22
20,22
20,22
20,22
20,22
20,22
20,22
20,23
20,23
20,23
20,23
20,23
20,23
20,23
20,23
20,24
20,24
20,24
20,24
20,24
20,24
20,24
20,24
20,24
20,24
20,24
20,25
20,25
20,25
20,25
20,25
20,25
20,25
20,25
20,25
20,25
20,26
20,26
20,26
20,26
20,26
20,26
20,26
20,27
20,27
20,27
20,27
20,27
20,27
20,28
20,28
20,28
20,29
20,29
20,30
20,30
20,31
20,40
20,40
20,41
20,41
20,41
20,41
20,41
20,41
20,41
20,41
20,41
20,41
20,42
20,42
20,42
20,42
20,42
20,42
20,42
20,42
20,42
20,42
20,43
20,43
20,43
20,45
20,46
20,46
20,46
20,47
20,47
20,47
20,47
20,48
20,48
20,48
20,48
20,48
20,49
20,49
20,49
20,49
20,49
20,50
20,50
20,50
20,50
20,50
20,50
20,50
20,51
20,51
20,51
20,51
20,51
20,51
20,52
20,52
20,52
20,52
20,52
20,52
20,53
20,53
20,53
20,53
20,54
20,54
20,54
20,54
20,55
20,55
20,55
20,55
20,55
20,55
20,56
20,56
20,56
20,56
20,56
20,56
20,56
20,56
20,57
20,57
20,57
20,57
20,57
20,57
20,57
20,57
20,58
20,58
20,58
20,58
20,58
20,58
20,58
20,59
20,59
20,59
20,59
20,59
20,59
20,59
20,59
20,60
20,60
20,60
20,60
20,60
20,60
20,60
20,61
20,61
20,61
20,61
20,62
20,62
20,62
21,16
21,16
21,17
21,17
21,18
21,18
21,18
21,18
21,18
21,18
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,22
21,22
21,22
21,22
21,22
21,22
21,22
21,23
21,23
21,23
21,23
21,23
21,23
21,24
21,24
21,24
21,24
21,24
21,25
21,25
21,25
21,25
21,26
21,26
21,26
21,26
21,26
21,27
21,27
21,27
21,28
21,28
21,29
21,29
21,30
21,30
21,30
21,31
21,31
21,34
21,41
21,41
21,41
21,41
21,41
21,42
21,42
21,42
21,42
21,42
21,43
21,43
21,43
21,43
21,44
21,44
21,46
21,47
21,48
21,48
21,48
21,49
21,49
21,50
21,50
21,50
21,51
21,53
21,54
21,54
21,54
21,55
21,55
21,55
21,55
21,56
21,56
21,56
21,56
21,56
21,57
21,57
21,57
21,57
21,57
21,57
21,57
21,58
21,58
21,58
21,58
21,58
21,58
21,59
21,59
21,59
21,59
21,59
21,59
21,60
21,60
21,60
21,60
21,60
21,61
21,61
21,61
21,61
21,62
21,62
22,8
22,9
22,11
22,15
22,16
22,16
22,16
22,16
22,16
22,17
22,17
22,17
22,17
22,17
22,17
22,17
22,18
22,18
22,18
22,18
22,18
22,18
22,18
22,18
22,19
22,19
22,19
22,19
22,19
22,19
22,20
22,20
22,20
22,20
22,21
22,21
22,21
22,21
22,22
22,22
22,22
22,22
22,22
22,23
22,23
22,23
22,24
22,24
22,25
22,26
22,26
22,28
22,29
22,29
22,30
22,30
22,30
22,31
22,32
22,34
22,34
22,35
22,40
22,41
22,41
22,42
22,42
22,42
22,43
22,43
22,43
22,43
22,44
22,44
22,44
22,44
22,45
22,50
22,54
22,55
22,55
22,55
22,56
22,56
22,56
22,56
22,57
22,57
22,57
22,57
22,57
22,57
22,57
22,58
22,58
22,58
22,58
22,58
22,58
22,59
22,59
22,59
22,59
22,60
23,7
23,7
23,8
23,8
23,8
23,9
23,9
23,11
23,11
23,12
23,16
23,16
23,16
23,17
23,17
23,17
23,18
23,18
23,18
23,18
23,18
23,18
23,19
23,19
23,19
23,19
23,19
23,19
23,19
23,19
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,21
23,21
23,21
23,21
23,21
23,21
23,21
23,22
23,22
23,22
23,22
23,22
23,22
23,23
23,23
23,24
23,27
23,28
23,29
23,29
23,29
23,30
23,30
23,30
23,30
23,30
23,31
23,31
23,31
23,31
23,31
23,32
23,32
23,32
23,32
23,32
23,33
23,33
23,33
23,33
23,34
23,34
23,34
23,34
23,34
23,35
23,35
23,35
23,35
23,36
23,36
23,36
23,37
23,37
23,38
23,38
23,39
23,39
23,40
23,40
23,40
23,41
23,41
23,41
23,41
23,41
23,41
23,42
23,42
23,42
23,42
23,42
23,42
23,42
23,42
23,42
23,43
23,43
23,43
23,43
23,43
23,43
23,43
23,43
23,44
23,44
23,44
23,44
23,44
23,44
23,44
23,45
23,45
23,45
23,45
23,45
23,45
23,46
23,46
23,47
23,47
23,48
23,49
23,50
23,50
23,51
23,54
23,55
23,56
23,56
23,57
23,57
23,58
23,58
23,58
23,58
23,58
23,59
23,59
23,59
23,60
24,8
24,8
24,8
24,9
24,9
24,11
24,11
24,11
24,12
24,12
24,12
24,17
24,17
24,18
24,18
24,18
24,19
24,19
24,19
24,19
24,19
24,19
24,19
24,20
24,20
24,20
24,20
24,20
24,20
24,20
24,20
24,20
24,20
24,21
24,21
24,21
24,21
24,21
24,21
24,22
24,22
24,22
24,22
24,22
24,23
24,23
24,23
24,24
24,24
24,25
24,26
24,26
24,28
24,29
24,29
24,29
24,29
24,29
24,30
24,30
24,30
24,30
24,30
24,30
24,30
24,30
24,30
24,31
24,31
24,31
24,31
24,31
24,31
24,31
24,31
24,31
24,32
24,32
24,32
24,32
24,32
24,32
24,32
24,32
24,33
24,33
24,33
24,33
24,33
24,33
24,33
24,34
24,34
24,34
24,34
24,35
24,35
24,35
24,36
24,36
24,36
24,36
24,37
24,37
24,37
24,37
24,38
24,38
24,38
24,38
24,38
24,39
24,39
24,39
24,39
24,39
24,40
24,40
24,40
24,40
24,40
24,40
24,40
24,41
24,41
24,41
24,41
24,41
24,41
24,41
24,41
24,41
24,42
24,42
24,42
24,42
24,42
24,42
24,42
24,42
24,42
24,42
24,42
24,43
24,43
24,43
24,43
24,43
24,43
24,43
24,43
24,43
24,43
24,44
24,44
24,44
24,44
24,44
24,44
24,44
24,44
24,44
24,44
24,45
24,45
24,45
24,45
24,45
24,45
24,45
24,46
24,46
24,47
24,47
24,48
24,48
24,49
24,49
24,49
24,50
24,50
24,50
24,50
24,51
24,51
24,51
24,55
24,56
24,57
24,57
25,11
25,11
25,11
25,11
25,12
25,12
25,12
25,13
25,17
25,18
25,18
25,18
25,19
25,19
25,19
25,19
25,19
25,19
25,19
25,20
25,20
25,20
25,20
25,20
25,20
25,20
25,21
25,21
25,21
25,21
25,22
25,22
25,28
25,29
25,29
25,29
25,29
25,30
25,30
25,30
25,30
25,30
25,30
25,30
25,30
25,31
25,31
25,31
25,31
25,31
25,31
25,31
25,31
25,32
25,32
25,32
25,32
25,32
25,33
25,33
25,33
25,33
25,34
25,35
25,35
25,36
25,36
25,36
25,37
25,37
25,37
25,37
25,38
25,38
25,38
25,38
25,39
25,39
25,39
25,39
25,39
25,40
25,40
25,40
25,40
25,40
25,40
25,40
25,40
25,40
25,40
25,41
25,41
25,41
25,41
25,41
25,41
25,41
25,41
25,41
25,42
25,42
25,42
25,42
25,42
25,42
25,42
25,42
25,42
25,42
25,43
25,43
25,43
25,43
25,43
25,43
25,43
25,43
25,43
25,43
25,43
25,43
25,44
25,44
25,44
25,44
25,44
25,44
25,44
25,44
25,44
25,44
25,44
25,44
25,44
25,44
25,44
25,45
25,45
25,45
25,45
25,45
25,45
25,45
25,45
25,45
25,45
25,45
25,45
25,45
25,45
25,45
25,45
25,46
25,46
25,46
25,46
25,46
25,46
25,46
25,46
25,46
25,46
25,46
25,47
25,47
25,47
25,47
25,47
25,47
25,48
25,48
25,48
25,48
25,48
25,48
25,49
25,49
25,49
25,49
25,49
25,49
25,50
25,50
25,50
25,51
25,51
25,51
26,10
26,11
26,11
26,11
26,11
26,12
26,12
26,12
26,13
26,18
